amount,attemptCount,failureReason,priority,recommendedAction,recovered
4848.79,1,DECLINED,MEDIUM,SEND_REMINDER,1
17968.87,5,DECLINED,HIGH,WAIT_AND_RETRY,1
6970.01,4,UNKNOWN,LOW,ESCALATE_TO_HUMAN,0
13598.34,5,INSUFFICIENT_FUNDS,CRITICAL,STOP,0
13498.8,1,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
17969.12,3,NETWORK_ERROR,LOW,SEND_REMINDER,1
13971.93,4,TIMEOUT,MEDIUM,STOP,0
551.54,4,UNKNOWN,MEDIUM,ESCALATE_TO_HUMAN,0
8932.82,1,INSUFFICIENT_FUNDS,MEDIUM,WAIT_AND_RETRY,1
16059.58,5,INSUFFICIENT_FUNDS,CRITICAL,STOP,0
12956.42,3,DECLINED,CRITICAL,ESCALATE_TO_HUMAN,0
2725.89,3,TIMEOUT,HIGH,SEND_REMINDER,1
19417.41,1,TIMEOUT,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
3410.63,2,UNKNOWN,HIGH,SEND_REMINDER,0
16802.7,2,TIMEOUT,MEDIUM,WAIT_AND_RETRY,1
6400.85,2,DECLINED,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
11293.5,1,INSUFFICIENT_FUNDS,HIGH,SEND_REMINDER,1
10843.35,2,UNKNOWN,HIGH,WAIT_AND_RETRY,0
8150.79,4,TIMEOUT,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
19405.99,5,UNKNOWN,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
5867.56,5,TIMEOUT,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
14659.65,1,TIMEOUT,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
12388.69,2,DECLINED,HIGH,WAIT_AND_RETRY,1
12202.21,2,UNKNOWN,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
1763.43,4,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
12103.12,5,NETWORK_ERROR,HIGH,ESCALATE_TO_HUMAN,1
17090.7,3,DECLINED,HIGH,WAIT_AND_RETRY,1
7091.97,4,UNKNOWN,LOW,SEND_REMINDER,0
8939.99,4,DECLINED,HIGH,SEND_REMINDER,0
19410.18,4,DECLINED,MEDIUM,STOP,0
2958.42,3,DECLINED,HIGH,WAIT_AND_RETRY,0
11854.51,4,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,0
5539.24,2,UNKNOWN,CRITICAL,STOP,0
2824.85,2,DECLINED,HIGH,STOP,0
16473.7,3,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,0
9322.69,1,NETWORK_ERROR,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
12847.05,4,NETWORK_ERROR,HIGH,ESCALATE_TO_HUMAN,1
18145.18,2,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
19415.44,5,INSUFFICIENT_FUNDS,CRITICAL,STOP,0
5232.44,4,NETWORK_ERROR,HIGH,STOP,0
449.15,3,TIMEOUT,LOW,SEND_REMINDER,1
17578.51,2,INSUFFICIENT_FUNDS,MEDIUM,WAIT_AND_RETRY,1
8448.33,3,NETWORK_ERROR,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
18732.71,5,TIMEOUT,MEDIUM,WAIT_AND_RETRY,0
3426.0,3,INSUFFICIENT_FUNDS,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
13798.1,1,UNKNOWN,HIGH,SEND_REMINDER,1
10411.6,3,DECLINED,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
3344.28,2,TIMEOUT,MEDIUM,SEND_REMINDER,0
11217.24,5,UNKNOWN,LOW,ESCALATE_TO_HUMAN,0
1620.37,2,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
7315.11,4,UNKNOWN,HIGH,SEND_REMINDER,0
672.31,1,TIMEOUT,MEDIUM,SEND_REMINDER,1
6217.82,2,TIMEOUT,LOW,ESCALATE_TO_HUMAN,1
15702.19,1,NETWORK_ERROR,CRITICAL,ESCALATE_TO_HUMAN,1
2245.57,5,UNKNOWN,LOW,ESCALATE_TO_HUMAN,1
5134.95,1,INSUFFICIENT_FUNDS,LOW,WAIT_AND_RETRY,0
18409.95,2,UNKNOWN,MEDIUM,SEND_REMINDER,0
682.26,2,INSUFFICIENT_FUNDS,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
10062.62,5,TIMEOUT,LOW,WAIT_AND_RETRY,0
15288.56,5,TIMEOUT,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
15104.96,1,NETWORK_ERROR,MEDIUM,STOP,0
9546.84,5,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
7160.96,4,DECLINED,MEDIUM,STOP,0
2345.63,3,NETWORK_ERROR,CRITICAL,WAIT_AND_RETRY,1
9966.74,3,INSUFFICIENT_FUNDS,LOW,WAIT_AND_RETRY,1
2402.88,3,DECLINED,HIGH,ESCALATE_TO_HUMAN,1
8204.92,4,TIMEOUT,LOW,ESCALATE_TO_HUMAN,0
7412.08,1,DECLINED,LOW,ESCALATE_TO_HUMAN,0
13205.11,1,NETWORK_ERROR,MEDIUM,ESCALATE_TO_HUMAN,1
11852.09,1,TIMEOUT,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
6838.77,5,DECLINED,LOW,SEND_REMINDER,0
14531.49,3,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,1
13366.87,4,DECLINED,HIGH,SEND_REMINDER,0
2249.93,3,DECLINED,CRITICAL,SEND_REMINDER,0
2778.71,1,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,1
19444.24,4,UNKNOWN,HIGH,SEND_REMINDER,0
12502.33,1,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,1
13275.66,4,UNKNOWN,HIGH,STOP,0
17207.48,5,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,0
2470.77,4,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,0
753.91,5,INSUFFICIENT_FUNDS,MEDIUM,ESCALATE_TO_HUMAN,0
6317.95,4,DECLINED,LOW,STOP,0
13235.56,5,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,0
3210.59,1,DECLINED,HIGH,ESCALATE_TO_HUMAN,0
7618.17,3,INSUFFICIENT_FUNDS,HIGH,WAIT_AND_RETRY,1
997.86,3,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
8620.15,3,DECLINED,HIGH,WAIT_AND_RETRY,0
5027.52,3,UNKNOWN,LOW,WAIT_AND_RETRY,0
2377.98,2,NETWORK_ERROR,HIGH,WAIT_AND_RETRY,1
17281.03,5,UNKNOWN,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
9447.03,1,INSUFFICIENT_FUNDS,CRITICAL,STOP,0
11493.52,4,NETWORK_ERROR,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
16248.0,3,TIMEOUT,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
4115.0,1,UNKNOWN,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
6016.67,5,DECLINED,MEDIUM,STOP,0
1929.96,5,NETWORK_ERROR,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
16043.59,4,DECLINED,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
13065.58,3,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,0
6335.72,4,DECLINED,HIGH,STOP,0
13464.05,5,TIMEOUT,LOW,STOP,0
11579.18,2,DECLINED,HIGH,STOP,0
17070.22,4,UNKNOWN,LOW,STOP,0
9303.49,2,TIMEOUT,HIGH,ESCALATE_TO_HUMAN,1
17217.7,1,TIMEOUT,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
12956.25,3,UNKNOWN,MEDIUM,ESCALATE_TO_HUMAN,1
3084.25,1,TIMEOUT,HIGH,ESCALATE_TO_HUMAN,1
19826.73,4,NETWORK_ERROR,MEDIUM,SEND_REMINDER,1
679.92,3,UNKNOWN,MEDIUM,WAIT_AND_RETRY,0
9768.26,1,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
17356.72,4,INSUFFICIENT_FUNDS,LOW,ESCALATE_TO_HUMAN,0
14512.27,2,TIMEOUT,LOW,STOP,0
18665.42,5,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,0
4837.73,1,INSUFFICIENT_FUNDS,HIGH,STOP,0
16136.25,2,DECLINED,MEDIUM,SEND_REMINDER,1
4360.76,3,DECLINED,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
1212.92,5,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
9549.6,2,INSUFFICIENT_FUNDS,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
7418.01,3,NETWORK_ERROR,LOW,WAIT_AND_RETRY,1
15797.17,2,INSUFFICIENT_FUNDS,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
14042.27,1,UNKNOWN,MEDIUM,ESCALATE_TO_HUMAN,1
18204.8,4,INSUFFICIENT_FUNDS,HIGH,WAIT_AND_RETRY,0
15157.69,3,TIMEOUT,MEDIUM,ESCALATE_TO_HUMAN,1
17601.4,4,NETWORK_ERROR,HIGH,WAIT_AND_RETRY,0
18815.86,4,DECLINED,HIGH,ESCALATE_TO_HUMAN,0
16422.8,2,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
14611.71,5,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,0
12863.32,2,DECLINED,MEDIUM,WAIT_AND_RETRY,0
12603.1,3,UNKNOWN,LOW,WAIT_AND_RETRY,1
10375.68,2,UNKNOWN,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
17482.77,2,INSUFFICIENT_FUNDS,MEDIUM,STOP,0
16010.62,2,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
17540.16,5,TIMEOUT,LOW,WAIT_AND_RETRY,0
12977.42,2,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
17051.43,1,DECLINED,CRITICAL,STOP,0
1872.32,3,TIMEOUT,LOW,WAIT_AND_RETRY,1
8759.66,4,DECLINED,LOW,SEND_REMINDER,0
3891.83,3,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,1
17141.12,5,TIMEOUT,HIGH,SEND_REMINDER,0
8229.63,2,NETWORK_ERROR,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
9074.44,2,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,1
2750.78,3,DECLINED,MEDIUM,ESCALATE_TO_HUMAN,0
14748.47,3,NETWORK_ERROR,LOW,STOP,1
6723.96,2,DECLINED,HIGH,STOP,0
19347.48,5,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
7680.66,4,INSUFFICIENT_FUNDS,MEDIUM,STOP,1
3669.51,2,UNKNOWN,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
2725.2,3,UNKNOWN,CRITICAL,SEND_REMINDER,1
6334.07,2,DECLINED,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
5730.22,3,UNKNOWN,HIGH,STOP,0
17864.17,3,DECLINED,MEDIUM,STOP,0
13182.65,4,NETWORK_ERROR,MEDIUM,SEND_REMINDER,1
3744.51,4,INSUFFICIENT_FUNDS,MEDIUM,ESCALATE_TO_HUMAN,0
19904.51,4,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
11261.0,4,DECLINED,LOW,SEND_REMINDER,0
1962.2,3,TIMEOUT,MEDIUM,STOP,0
11308.62,5,TIMEOUT,LOW,STOP,0
3693.32,1,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
616.65,1,DECLINED,HIGH,STOP,0
2210.79,3,TIMEOUT,LOW,WAIT_AND_RETRY,1
14183.36,4,DECLINED,HIGH,STOP,0
6655.6,1,UNKNOWN,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
19996.44,5,TIMEOUT,MEDIUM,WAIT_AND_RETRY,0
5730.78,1,NETWORK_ERROR,CRITICAL,WAIT_AND_RETRY,1
3642.41,4,NETWORK_ERROR,LOW,SEND_REMINDER,1
15611.9,3,TIMEOUT,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
8703.93,3,UNKNOWN,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
16657.85,5,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,0
9581.15,5,UNKNOWN,CRITICAL,WAIT_AND_RETRY,0
16238.79,5,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,1
10315.5,4,TIMEOUT,MEDIUM,ESCALATE_TO_HUMAN,0
12979.79,1,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,1
16050.74,3,TIMEOUT,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
10509.53,3,UNKNOWN,LOW,STOP,1
997.39,1,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,1
13251.02,5,INSUFFICIENT_FUNDS,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
15396.07,1,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
16873.91,1,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
14509.48,4,UNKNOWN,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
17439.76,2,TIMEOUT,MEDIUM,WAIT_AND_RETRY,1
12120.65,1,DECLINED,LOW,WAIT_AND_RETRY,1
364.76,4,DECLINED,CRITICAL,STOP,0
6125.72,5,INSUFFICIENT_FUNDS,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
2788.77,2,NETWORK_ERROR,LOW,SEND_REMINDER,0
4263.67,2,TIMEOUT,CRITICAL,STOP,1
6088.27,4,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,1
3405.5,2,DECLINED,CRITICAL,ESCALATE_TO_HUMAN,1
9045.37,2,TIMEOUT,HIGH,STOP,0
7895.49,3,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,0
16987.46,5,UNKNOWN,HIGH,WAIT_AND_RETRY,0
9773.41,5,UNKNOWN,CRITICAL,SEND_REMINDER,0
10613.35,4,UNKNOWN,HIGH,STOP,0
17868.26,4,DECLINED,LOW,ESCALATE_TO_HUMAN,0
12958.98,4,DECLINED,LOW,SEND_REMINDER,0
3924.81,3,DECLINED,MEDIUM,STOP,0
18190.5,3,UNKNOWN,CRITICAL,SEND_REMINDER,0
14487.6,4,DECLINED,HIGH,ESCALATE_TO_HUMAN,0
16906.17,5,TIMEOUT,HIGH,WAIT_AND_RETRY,0
2669.02,2,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
18866.79,4,INSUFFICIENT_FUNDS,MEDIUM,SEND_REMINDER,0
19985.3,3,INSUFFICIENT_FUNDS,HIGH,SEND_REMINDER,1
17203.29,5,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
12389.5,1,UNKNOWN,MEDIUM,ESCALATE_TO_HUMAN,1
6872.45,3,NETWORK_ERROR,HIGH,SEND_REMINDER,0
17486.54,5,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,0
19256.68,1,NETWORK_ERROR,LOW,STOP,1
2197.68,1,TIMEOUT,HIGH,SEND_REMINDER,1
14192.45,5,DECLINED,LOW,SEND_REMINDER,0
6758.69,2,NETWORK_ERROR,MEDIUM,ESCALATE_TO_HUMAN,0
15407.46,1,TIMEOUT,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
3508.11,3,INSUFFICIENT_FUNDS,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
4984.48,5,DECLINED,MEDIUM,SEND_REMINDER,0
8326.85,4,DECLINED,HIGH,WAIT_AND_RETRY,0
15426.02,5,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
19640.7,2,DECLINED,LOW,ESCALATE_TO_HUMAN,0
13237.51,2,UNKNOWN,LOW,STOP,0
8444.18,5,INSUFFICIENT_FUNDS,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
5667.64,5,UNKNOWN,MEDIUM,ESCALATE_TO_HUMAN,0
4182.16,5,UNKNOWN,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
15653.11,4,TIMEOUT,HIGH,WAIT_AND_RETRY,1
6756.41,2,UNKNOWN,HIGH,SEND_REMINDER,1
11080.54,5,INSUFFICIENT_FUNDS,MEDIUM,WAIT_AND_RETRY,1
15952.31,5,INSUFFICIENT_FUNDS,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
19740.4,1,NETWORK_ERROR,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
7154.02,1,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
203.75,3,TIMEOUT,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
13371.76,5,TIMEOUT,CRITICAL,STOP,0
2194.02,5,UNKNOWN,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
3016.41,4,DECLINED,LOW,WAIT_AND_RETRY,1
17781.34,4,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
10572.49,5,UNKNOWN,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
12765.58,4,DECLINED,CRITICAL,SEND_REMINDER,0
2629.77,4,TIMEOUT,LOW,SEND_REMINDER,0
748.89,2,UNKNOWN,HIGH,WAIT_AND_RETRY,0
8231.54,1,INSUFFICIENT_FUNDS,HIGH,WAIT_AND_RETRY,1
2443.07,3,INSUFFICIENT_FUNDS,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
15844.95,2,UNKNOWN,CRITICAL,WAIT_AND_RETRY,0
6172.76,3,TIMEOUT,MEDIUM,ESCALATE_TO_HUMAN,1
10995.99,1,NETWORK_ERROR,CRITICAL,ESCALATE_TO_HUMAN,1
11358.7,3,DECLINED,CRITICAL,STOP,0
2856.59,4,DECLINED,CRITICAL,SEND_REMINDER,0
6571.8,5,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,0
7968.4,5,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
17332.48,1,UNKNOWN,HIGH,STOP,0
12913.89,1,TIMEOUT,LOW,STOP,0
15036.12,5,NETWORK_ERROR,LOW,STOP,0
477.57,2,TIMEOUT,CRITICAL,WAIT_AND_RETRY,0
12176.41,4,UNKNOWN,LOW,ESCALATE_TO_HUMAN,0
562.94,4,TIMEOUT,CRITICAL,WAIT_AND_RETRY,0
6415.91,3,NETWORK_ERROR,LOW,WAIT_AND_RETRY,1
5778.5,2,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,1
8204.8,2,NETWORK_ERROR,HIGH,SEND_REMINDER,1
1264.19,4,NETWORK_ERROR,HIGH,SEND_REMINDER,1
6551.93,4,NETWORK_ERROR,LOW,SEND_REMINDER,1
11980.39,2,DECLINED,CRITICAL,WAIT_AND_RETRY,1
6434.9,5,DECLINED,LOW,ESCALATE_TO_HUMAN,1
12707.47,1,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,0
13065.86,2,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,1
12752.4,2,TIMEOUT,HIGH,STOP,0
15662.27,5,DECLINED,CRITICAL,WAIT_AND_RETRY,1
9346.58,5,INSUFFICIENT_FUNDS,MEDIUM,WAIT_AND_RETRY,1
18444.03,3,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,0
16864.53,2,UNKNOWN,HIGH,WAIT_AND_RETRY,1
10728.38,1,INSUFFICIENT_FUNDS,LOW,ESCALATE_TO_HUMAN,0
16626.91,5,INSUFFICIENT_FUNDS,CRITICAL,SEND_REMINDER,0
19152.6,3,INSUFFICIENT_FUNDS,HIGH,ESCALATE_TO_HUMAN,1
13279.31,3,INSUFFICIENT_FUNDS,MEDIUM,ESCALATE_TO_HUMAN,0
6636.3,2,NETWORK_ERROR,CRITICAL,WAIT_AND_RETRY,0
13486.86,4,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,0
15767.37,1,UNKNOWN,LOW,ESCALATE_TO_HUMAN,0
7124.6,4,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,1
15382.52,1,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
8947.1,2,NETWORK_ERROR,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
16343.99,3,TIMEOUT,MEDIUM,ESCALATE_TO_HUMAN,0
832.24,4,UNKNOWN,MEDIUM,WAIT_AND_RETRY,1
16440.36,4,NETWORK_ERROR,HIGH,STOP,0
3492.49,2,UNKNOWN,MEDIUM,WAIT_AND_RETRY,0
14944.87,2,INSUFFICIENT_FUNDS,MEDIUM,STOP,0
5559.13,1,UNKNOWN,HIGH,STOP,0
138.9,4,NETWORK_ERROR,HIGH,ESCALATE_TO_HUMAN,0
8196.83,1,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,1
15204.53,2,NETWORK_ERROR,HIGH,ESCALATE_TO_HUMAN,1
6393.22,4,TIMEOUT,HIGH,WAIT_AND_RETRY,0
16172.69,2,DECLINED,LOW,SEND_REMINDER,1
6651.57,1,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,1
578.07,3,INSUFFICIENT_FUNDS,MEDIUM,WAIT_AND_RETRY,1
19180.17,1,INSUFFICIENT_FUNDS,MEDIUM,WAIT_AND_RETRY,0
12429.37,1,DECLINED,LOW,WAIT_AND_RETRY,0
18342.62,4,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,1
16067.5,1,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,1
1210.22,1,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,1
15064.07,2,UNKNOWN,LOW,ESCALATE_TO_HUMAN,1
15923.78,5,UNKNOWN,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
13547.94,1,DECLINED,HIGH,STOP,0
2143.52,5,NETWORK_ERROR,MEDIUM,STOP,1
10227.07,3,DECLINED,CRITICAL,STOP,0
4938.73,1,NETWORK_ERROR,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
10311.2,3,INSUFFICIENT_FUNDS,MEDIUM,SEND_REMINDER,1
12106.26,3,INSUFFICIENT_FUNDS,LOW,STOP,0
13598.18,1,TIMEOUT,LOW,ESCALATE_TO_HUMAN,1
19532.56,2,NETWORK_ERROR,HIGH,SEND_REMINDER,1
13926.15,4,UNKNOWN,HIGH,STOP,0
6779.64,3,DECLINED,HIGH,SEND_REMINDER,1
17534.5,1,DECLINED,MEDIUM,WAIT_AND_RETRY,0
13895.09,4,UNKNOWN,MEDIUM,SEND_REMINDER,0
15390.13,3,DECLINED,MEDIUM,ESCALATE_TO_HUMAN,1
19798.57,3,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
2392.27,3,DECLINED,MEDIUM,STOP,0
7262.19,1,TIMEOUT,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
17719.11,2,INSUFFICIENT_FUNDS,MEDIUM,SEND_REMINDER,1
3603.94,3,NETWORK_ERROR,LOW,SEND_REMINDER,1
15769.54,1,INSUFFICIENT_FUNDS,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
7455.85,3,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
17666.19,2,TIMEOUT,MEDIUM,STOP,0
7547.68,5,DECLINED,MEDIUM,WAIT_AND_RETRY,0
11787.78,5,INSUFFICIENT_FUNDS,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
12626.24,3,TIMEOUT,CRITICAL,SEND_REMINDER,0
15714.84,5,NETWORK_ERROR,MEDIUM,STOP,0
17660.2,5,INSUFFICIENT_FUNDS,CRITICAL,STOP,0
6504.28,3,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,0
11665.62,5,NETWORK_ERROR,MEDIUM,SEND_REMINDER,0
9096.39,2,DECLINED,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
7603.95,2,INSUFFICIENT_FUNDS,HIGH,STOP,1
15057.29,3,DECLINED,HIGH,SEND_REMINDER,0
9358.54,5,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,0
8238.16,4,INSUFFICIENT_FUNDS,HIGH,ESCALATE_TO_HUMAN,1
8889.6,3,NETWORK_ERROR,HIGH,WAIT_AND_RETRY,1
10085.12,5,NETWORK_ERROR,HIGH,SEND_REMINDER,1
1519.84,1,UNKNOWN,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
6651.9,3,INSUFFICIENT_FUNDS,MEDIUM,STOP,0
19968.26,5,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
6997.98,4,DECLINED,LOW,ESCALATE_TO_HUMAN,0
19786.57,2,DECLINED,MEDIUM,SEND_REMINDER,0
4276.51,2,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,1
1808.93,2,DECLINED,CRITICAL,SEND_REMINDER,0
17073.59,1,INSUFFICIENT_FUNDS,MEDIUM,STOP,0
6180.88,1,DECLINED,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
8571.82,4,UNKNOWN,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
11394.79,1,TIMEOUT,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
16003.0,5,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,0
7873.66,5,DECLINED,MEDIUM,ESCALATE_TO_HUMAN,0
11433.35,4,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,1
11102.84,1,UNKNOWN,CRITICAL,WAIT_AND_RETRY,1
1482.87,4,INSUFFICIENT_FUNDS,MEDIUM,SEND_REMINDER,1
10535.47,4,NETWORK_ERROR,HIGH,STOP,1
6602.76,4,DECLINED,MEDIUM,WAIT_AND_RETRY,1
8426.42,1,DECLINED,MEDIUM,SEND_REMINDER,0
6264.17,4,TIMEOUT,HIGH,STOP,0
14363.76,4,INSUFFICIENT_FUNDS,MEDIUM,WAIT_AND_RETRY,0
8970.06,4,UNKNOWN,MEDIUM,STOP,0
11427.66,4,DECLINED,CRITICAL,STOP,1
1912.94,4,INSUFFICIENT_FUNDS,HIGH,ESCALATE_TO_HUMAN,0
16218.7,2,DECLINED,MEDIUM,SEND_REMINDER,0
14691.55,4,DECLINED,MEDIUM,STOP,0
14003.03,1,TIMEOUT,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
10800.98,1,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,0
11101.2,3,NETWORK_ERROR,LOW,STOP,0
6587.66,4,TIMEOUT,HIGH,SEND_REMINDER,0
9297.13,1,DECLINED,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
17129.89,4,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
